img_url,local_path,title,caption
https://media.gettyimages.com/id/1039630692/es/foto/san-juan-de-gaztelugatxe-al-atardecer.jpg?s=612x612&w=0&k=20&c=VO1BrF_sUNwXlaZfRaIkufK0-0Vsfju4qxDHP-evyZw=,data/imgs/1680199168.478512-25012.jpg,san juan de gaztelugatxe (dragonstone) al atardecer - pais vasco fotografías e imágenes de stock,['Long exposure in San Juan the Gaztelugatxe at sunset.']
https://media.gettyimages.com/id/473259138/es/foto/museo-guggenheim-de-bilbao.jpg?s=612x612&w=0&k=20&c=b8AoY89WE2GdIVPtDvk93CPLLnKh5ozqnyGSVsJ7Llk=,data/imgs/1680199168.841531-25012.jpg,museo guggenheim de bilbao - pais vasco fotografías e imágenes de stock,"['Bilbao, Spain - May 03, 2015: Guggenheim Museum Bilbao is a museum of modern and contemporary art designed by Canadian-American architect Frank Gehry in 1997, located in Bilbao, Basque Country, Spain']"
https://media.gettyimages.com/id/148507394/es/foto/walkway-to-island-of-san-juan-de-gaztelugatxe-from-hilltop-of-island.jpg?s=612x612&w=0&k=20&c=6hsSglvc5BRD5TdsFg6Zt-apzgh5PXkoIPp2jfZK7LQ=,data/imgs/1680199169.225469-25012.jpg,walkway to island of san juan de gaztelugatxe from hilltop of island. - pais vasco fotografías e imágenes de stock,"['San Juan de Gaztelugatxe, Pais Vasco, Spain, Europe']"
https://media.gettyimages.com/id/1285058570/es/foto/iurreta-town-in-vizcaya.jpg?s=612x612&w=0&k=20&c=hy3B_ZQgBpSzyv9bDLVPOaJiHVl_cPoqzqWdRAqa_uM=,data/imgs/1680199169.603424-25012.jpg,iurreta town in vizcaya - pais vasco fotografías e imágenes de stock,"['Iurreta town and Durango area in Vizcaya province, Basque Country']"
https://media.gettyimages.com/id/1328325463/es/foto/spain-basque-country-guipuscoa-hondarribia.jpg?s=612x612&w=0&k=20&c=bzZVhi2sHnbTqzhuImFFaF-cIY9vnpoFeBAVrHm09eU=,data/imgs/1680199170.001959-25012.jpg,"spain, basque country, guipuscoa, hondarribia - pais vasco fotografías e imágenes de stock","['Spain, Basque Country, Guipuscoa, Hondarribia, San Pedro street, facade of traditional houses']"
https://media.gettyimages.com/id/1344550405/es/vector/mapas-del-pa%C3%ADs-vasco-para-el-dise%C3%B1o-fondos-en-blanco-blancos-y-negros-icono-de-l%C3%ADnea.jpg?s=612x612&w=0&k=20&c=HrrbIqDOq0Q8LkdC7lQ7PmHciZKrsidbym7xAbfHx5w=,data/imgs/1680199170.376919-25012.jpg,"ilustraciones, imágenes clip art, dibujos animados e iconos de stock de mapas del país vasco para el diseño. fondos en blanco, blancos y negros - icono de línea - pais vasco","['Map of Basque Country for your own design. Four maps with editable stroke included in the bundle: - One black map on a white background. - One blank map on a black background. - One white map with shadow on a blank background (for easy change background or texture). - One line map with only a thin black outline (in a line art style). The layers are named to facilitate your customization. Vector Illustration (EPS10, well layered and grouped). Easy to edit, manipulate, resize or colorize. Vector and Jpeg file of different sizes.']"
https://media.gettyimages.com/id/1041664354/es/foto/vista-panor%C3%A1mica-de-donisti-san-sebasti%C3%A1n-al-atardecer-euskadi-espa%C3%B1a.jpg?s=612x612&w=0&k=20&c=D4hW3dyPcBk_qlPUmLWJfgMLf6iBobdf089R2RGICWk=,data/imgs/1680199170.768914-25012.jpg,"vista panorámica de donisti san sebastián al atardecer. euskadi, españa - pais vasco fotografías e imágenes de stock",['View of Donosti San Sebastian at Dusk from Monte Igueldo. Basque Country. Spain']
https://media.gettyimages.com/id/1191051355/es/foto/woman-watching-at-faro-cabo-vilano-at-sunset-galicia-spain.jpg?s=612x612&w=0&k=20&c=rIxYFzdcLBVV6YAI-0m3_RRILjuzgs3qbEil7zUWuSg=,data/imgs/1680199171.157914-25012.jpg,"woman watching at faro cabo vilano (cape vilan lighthouse) at sunset, galicia, spain. - pais vasco fotografías e imágenes de stock","['Woman watching at Cape Vilan Lighthouse at sunset, Costa Morte, La Coruna Province, Galicia, Spain']"
https://media.gettyimages.com/id/136302590/es/foto/traineras-holding-boat-for-boat-race.jpg?s=612x612&w=0&k=20&c=ODHgmX-qvsEdhkPZSas1Ixk8FQo7T9gft0gcrDxbyes=,data/imgs/1680199171.550919-25012.jpg,traineras holding boat for boat race - pais vasco fotografías e imágenes de stock,['Traineras holding boat for boat race.']
https://media.gettyimages.com/id/157692493/es/foto/longboarder.jpg?s=612x612&w=0&k=20&c=K7bM9dykTqr7k9DxelC6XAyobOcrxksL--kuPVYyeMM=,data/imgs/1680199171.935936-25012.jpg,longboarder - pais vasco fotografías e imágenes de stock,['surfer riding a longboard']
https://media.gettyimages.com/id/134537290/es/foto/museum-at-bilbao.jpg?s=612x612&w=0&k=20&c=vec1TLnrP92ZxtF1Dm9nIevS0EqgJII2kYVyOvI3Wmc=,data/imgs/1680199172.344442-25012.jpg,museum at bilbao - pais vasco fotografías e imágenes de stock,"['Museum at Bilbao with reflection in river, Vizcaya.']"
https://media.gettyimages.com/id/802093934/es/foto/la-noche-de-san-juan.jpg?s=612x612&w=0&k=20&c=pS3JhKtO-a6H2wALWf0rDu-CgXAZ0rz1ki9DF-3bRu8=,data/imgs/1680199172.697243-25012.jpg,la noche de san juan - pais vasco fotografías e imágenes de stock,"['Vitoria-Gasteiz, Alava, Spain - June 23, 2017: San Juan is a festival celebrated on June 23rd, a magical night that welcomes the summer season.  The celebration takes place during the shortest night of the year; the summer solstice. The celebration in the district of Judizmendi in Vitoria-Gasteiz, with participation of basque folklore characters, witches, zanpantzars and momotxorros']"
https://media.gettyimages.com/id/883069512/es/foto/cows-eating-and-resting-in-the-grass.jpg?s=612x612&w=0&k=20&c=0DeGi4y6BMa8sKX_pyTBnyNXVASyrZndEraeQR8j45c=,data/imgs/1680199173.073779-25012.jpg,cows eating and resting in the grass - pais vasco fotografías e imágenes de stock,
https://media.gettyimages.com/id/579136622/es/foto/bilbao-espa%C3%B1a.jpg?s=612x612&w=0&k=20&c=NIewgploB80RKqz9XCipmJ-qkHVtXRPFUw19QhMNrgc=,data/imgs/1680199173.451913-25012.jpg,"bilbao, españa - pais vasco fotografías e imágenes de stock","['Aerial view of Bilbao, one of the most important cities in northern Spain and the biggest city in the Basque Country.']"
https://media.gettyimages.com/id/1035400870/es/foto/path-to-san-juan-de-gaztelugatxe-basque-country-spain.jpg?s=612x612&w=0&k=20&c=bNha7NdDtOfF5-x2caCdOkNcLy2B-z3eoioXTUorYog=,data/imgs/1680199173.894446-25012.jpg,"path to san juan de gaztelugatxe, basque country, spain - pais vasco fotografías e imágenes de stock",
https://media.gettyimages.com/id/1218737497/es/foto/ordu%C3%B1a-basque-town.jpg?s=612x612&w=0&k=20&c=igzRp4YbqB7cW5FVVPsol3mkveT5kr1FBpXXI5uNOnU=,data/imgs/1680199174.300614-25012.jpg,orduña basque town - pais vasco fotografías e imágenes de stock,"[""Orduña town and it's sorroundings in Vizcaya province, Spain""]"
https://media.gettyimages.com/id/537490510/es/foto/a-shepherd-with-his-dog-in-the-transhumance-of-sheep-from-the-valley-to-the-sierra-de-aralar-in.jpg?s=612x612&w=0&k=20&c=UG8VXKSkZlhPhJexcHe5PlIxw_B5VMehSC22btgam5Y=,data/imgs/1680199174.679925-25012.jpg,"a shepherd with his dog in the transhumance of sheep from the valley to the sierra de aralar in guipuzcoa, spain. a course of many hours, so you have to leave at dawn with the first rays of the sun. shepherd with his flock of sheep. - pais vasco fotografías e imágenes de stock",
https://media.gettyimages.com/id/1303634050/es/foto/scenic-view-of-landscape-against-sky.jpg?s=612x612&w=0&k=20&c=tvhoQ-XFw-hO53r5G08n-hCwsYAVFfjq6o4uxGUBBTs=,data/imgs/1680199175.115422-25012.jpg,scenic view of landscape against sky - pais vasco fotografías e imágenes de stock,"['Photo taken in Hondarribia, Spain']"
https://media.gettyimages.com/id/1278318362/es/vector/mapa-del-pa%C3%ADs-vasco-con-efecto-de-corte-de-papel-sobre-fondo-en-blanco.jpg?s=612x612&w=0&k=20&c=FKDisURs3IP-E2UKCh5AHmzJRVhjfvgRJ4HXxo47v6M=,data/imgs/1680199175.486607-25012.jpg,"ilustraciones, imágenes clip art, dibujos animados e iconos de stock de mapa del país vasco con efecto de corte de papel sobre fondo en blanco - pais vasco","['Map of Basque Country with a realistic paper cut effect isolated on white background. Vector Illustration (EPS10, well layered and grouped). Easy to edit, manipulate, resize or colorize.']"
https://media.gettyimages.com/id/1270692559/es/vector/mapa-del-pa%C3%ADs-vasco-con-larga-sombra-sobre-fondo-en-blanco-dise%C3%B1o-plano.jpg?s=612x612&w=0&k=20&c=nIHW0siMsUQNSB69Wet6otZ4wTCB6AmD1YDQBpb__TI=,data/imgs/1680199175.86092-25012.jpg,"ilustraciones, imágenes clip art, dibujos animados e iconos de stock de mapa del país vasco con larga sombra sobre fondo en blanco - diseño plano - pais vasco","['White map of Basque Country isolated on a gray background with a long shadow effect and in a flat design style. Vector Illustration (EPS10, well layered and grouped). Easy to edit, manipulate, resize or colorize.']"
